project_id,mp_id,constituency,state,district,category,description,sanctioned_amount,expenditure,unit_cost_basis,status,recommendation_date,sanction_date,implementing_agency,marked_complete_by_ia,contractor_id,site_latitude,site_longitude,photo_latitude,photo_longitude,is_seeded_anomalous,seeded_anomaly_types
PRJ00318,MP008,Bihar-22,Bihar,Bihar District 3,School Building Repair,"School Building Repair at Bihar District 3, Ward 21",1939551.29,1749652.84,1939551.29,Sanctioned,2025-07-09,2025-09-08,District Rural Development Agency,False,CTR0083,25.696561,84.667036,25.696561,84.667036,False,
PRJ00319,MP008,Bihar-22,Bihar,Bihar District 3,Library / Reading Room,"Library / Reading Room at Bihar District 3, Ward 2",835567.18,834796.17,835567.18,Completed,2025-03-31,2025-05-31,Cantonment Board Works Wing,True,CTR0030,26.056378,85.248087,26.056378,85.248087,False,
PRJ00320,MP008,Bihar-22,Bihar,Bihar District 3,Borewell / Handpump,"Borewell / Handpump at Bihar District 3, Ward 16",186687.19,172000.87,186687.19,Completed,2024-06-24,2024-09-01,Public Works Department (PWD),True,CTR0054,25.2733,85.656835,25.162402158824662,85.59768933593236,True,geo_mismatch
PRJ00321,MP009,Maharashtra-23,Maharashtra,Maharashtra District 1,School Building Repair,"School Building Repair at Maharashtra District 1, Ward 19",424677.47,378542.69,424677.47,Sanctioned,2026-03-14,2026-05-02,Zilla Parishad PWD Division,False,CTR0113,20.152509,76.232851,20.152509,76.232851,False,
PRJ00322,MP009,Maharashtra-23,Maharashtra,Maharashtra District 1,Library / Reading Room,"Library / Reading Room at Maharashtra District 1, Ward 10",1475283.59,1445087.68,1475283.59,Completed,2025-12-14,2026-01-13,Zilla Parishad PWD Division,True,CTR0014,19.806478,75.550396,19.806478,75.550396,False,
PRJ00323,MP009,Maharashtra-23,Maharashtra,Maharashtra District 1,Public Toilet Complex,"Public Toilet Complex at Maharashtra District 1, Ward 5",555867.53,513537.56,555867.53,Completed,2024-05-22,2024-07-06,Public Works Department (PWD),True,CTR0083,19.792735,76.138693,19.792735,76.138693,False,
PRJ00324,MP009,Maharashtra-23,Maharashtra,Maharashtra District 1,Sports Infrastructure,"Sports Infrastructure at Maharashtra District 1, Ward 11",2770036.16,2751773.51,2770036.16,Payment Released,2024-08-29,2024-10-15,District Rural Development Agency,False,CTR0060,19.340569,75.231117,19.340569,75.231117,False,
PRJ00325,MP009,Maharashtra-23,Maharashtra,Maharashtra District 1,Borewell / Handpump,"Borewell / Handpump at Maharashtra District 1, Ward 23",308681.59,265271.28,308681.59,Completed,2025-05-17,2025-07-17,Zilla Parishad PWD Division,True,CTR0094,20.160158,75.637983,20.160158,75.637983,False,
PRJ00326,MP009,Maharashtra-23,Maharashtra,Maharashtra District 1,Borewell / Handpump,"Borewell / Handpump at Maharashtra District 1, Ward 19",85161.35,81172.24,85161.35,Payment Released,2026-04-07,2026-05-14,Zilla Parishad PWD Division,False,CTR0002,19.967248,75.931039,19.967248,75.931039,False,
PRJ00327,MP009,Maharashtra-23,Maharashtra,Maharashtra District 1,Street Lighting,"Street Lighting at Maharashtra District 1, Ward 13",419036.64,373702.74,419036.64,Work In Progress,2026-05-25,2026-08-22,Cantonment Board Works Wing,False,CTR0023,19.352846,76.248938,19.352846,76.248938,False,
PRJ00328,MP009,Maharashtra-23,Maharashtra,Maharashtra District 1,Drinking Water Supply,"Drinking Water Supply at Maharashtra District 1, Ward 22",1789006.86,1599717.25,1789006.86,Payment Released,2024-08-22,2024-10-31,Public Works Department (PWD),False,CTR0066,19.117178,75.985443,19.117178,75.985443,False,
PRJ00329,MP009,Maharashtra-23,Maharashtra,Maharashtra District 1,Community Hall,"Community Hall at Maharashtra District 1, Ward 11",1542821.49,1489344.86,1542821.49,Completed,2024-08-22,2024-10-22,Public Works Department (PWD),False,CTR0024,19.890249,76.019339,19.890249,76.019339,False,
PRJ00330,MP009,Maharashtra-23,Maharashtra,Maharashtra District 1,Street Lighting,"Street Lighting at Maharashtra District 1, Ward 15",515720.86,469889.49,515720.86,Sanctioned,2026-03-19,2026-06-02,Municipal Corporation Engineering Cell,False,CTR0001,19.179212,75.518585,19.179212,75.518585,True,duplicate_photo
PRJ00331,MP009,Maharashtra-23,Maharashtra,Maharashtra District 1,School Building Repair,"School Building Repair at Maharashtra District 1, Ward 19",330169.66,306525.05,330169.66,Payment Released,2025-05-12,2025-07-25,Cantonment Board Works Wing,False,CTR0043,19.459479,75.192234,19.459479,75.192234,False,
PRJ00332,MP009,Maharashtra-23,Maharashtra,Maharashtra District 1,Road Construction,"Road Construction at Maharashtra District 1, Ward 8",3269763.2,2815054.48,3269763.2,Payment Released,2025-11-03,2026-01-17,Cantonment Board Works Wing,False,CTR0009,19.454349,75.378861,19.454349,75.378861,True,duplicate_photo
PRJ00333,MP009,Maharashtra-23,Maharashtra,Maharashtra District 1,Road Construction,"Road Construction at Maharashtra District 1, Ward 6",2001431.32,1797734.35,2001431.32,Work In Progress,2025-01-06,2025-04-04,Zilla Parishad PWD Division,False,CTR0086,19.671724,75.371235,19.671724,75.371235,False,
PRJ00334,MP009,Maharashtra-23,Maharashtra,Maharashtra District 1,Drinking Water Supply,"Drinking Water Supply at Maharashtra District 1, Ward 25",1627684.81,1541698.48,1627684.81,Completed,2025-06-05,2025-07-23,Cantonment Board Works Wing,True,CTR0088,19.247505,76.166391,19.247505,76.166391,False,
PRJ00335,MP009,Maharashtra-23,Maharashtra,Maharashtra District 1,School Building Repair,"School Building Repair at Maharashtra District 1, Ward 8",1324610.95,1261549.65,1324610.95,Work In Progress,2024-09-29,2024-11-24,Panchayati Raj Engineering Department,False,CTR0023,19.956743,76.087042,20.016744317293757,76.19131623052822,True,geo_mismatch
PRJ00336,MP009,Maharashtra-23,Maharashtra,Maharashtra District 1,Street Lighting,"Street Lighting at Maharashtra District 1, Ward 24",353557.04,315599.55,353557.04,Sanctioned,2026-05-07,2026-07-17,Public Works Department (PWD),False,CTR0018,19.260594,75.855469,19.260594,75.855469,False,
PRJ00337,MP009,Maharashtra-23,Maharashtra,Maharashtra District 1,Library / Reading Room,"Library / Reading Room at Maharashtra District 1, Ward 16",1147048.73,1162103.55,1147048.73,Sanctioned,2026-04-24,2026-07-10,Panchayati Raj Engineering Department,False,CTR0012,19.431403,75.948372,19.431403,75.948372,True,cost_inflation
PRJ00338,MP009,Maharashtra-23,Maharashtra,Maharashtra District 1,Sports Infrastructure,"Sports Infrastructure at Maharashtra District 1, Ward 22",1380437.46,1368005.68,1380437.46,Completed,2024-09-16,2024-12-06,Municipal Corporation Engineering Cell,False,CTR0022,20.111254,75.476018,20.074449,75.615242,True,phantom_work
PRJ00339,MP009,Maharashtra-23,Maharashtra,Maharashtra District 1,Library / Reading Room,"Library / Reading Room at Maharashtra District 1, Ward 15",1093125.05,992718.58,1093125.05,Work In Progress,2026-07-30,2026-08-26,Panchayati Raj Engineering Department,False,CTR0112,19.859254,75.944629,19.859254,75.944629,False,
PRJ00340,MP009,Maharashtra-23,Maharashtra,Maharashtra District 1,Sports Infrastructure,"Sports Infrastructure at Maharashtra District 1, Ward 4",2610442.76,2597148.1,2610442.76,Payment Released,2025-01-07,2025-02-13,Panchayati Raj Engineering Department,False,CTR0091,20.013245,76.240927,20.013245,76.240927,False,
PRJ00341,MP009,Maharashtra-23,Maharashtra,Maharashtra District 1,Road Construction,"Road Construction at Maharashtra District 1, Ward 7",742532.67,702898.05,742532.67,Completed,2024-06-03,2024-07-25,Panchayati Raj Engineering Department,True,CTR0107,19.157823,75.532061,19.157823,75.532061,False,
PRJ00342,MP009,Maharashtra-23,Maharashtra,Maharashtra District 1,Library / Reading Room,"Library / Reading Room at Maharashtra District 1, Ward 17",795009.49,719726.92,795009.49,Work In Progress,2024-11-07,2024-12-23,Zilla Parishad PWD Division,False,CTR0069,19.543776,75.162826,19.543776,75.162826,False,
PRJ00343,MP009,Maharashtra-23,Maharashtra,Maharashtra District 1,Public Toilet Complex,"Public Toilet Complex at Maharashtra District 1, Ward 19",1013288.88,893517.23,1013288.88,Completed,2024-08-24,2024-09-24,Cantonment Board Works Wing,True,CTR0015,19.888824,75.666738,19.888824,75.666738,False,
PRJ00344,MP009,Maharashtra-23,Maharashtra,Maharashtra District 1,Public Toilet Complex,"Public Toilet Complex at Maharashtra District 1, Ward 2",788139.73,686067.86,788139.73,Completed,2025-10-18,2025-12-20,Public Works Department (PWD),True,CTR0012,19.881968,75.986317,19.881968,75.986317,False,
PRJ00345,MP009,Maharashtra-23,Maharashtra,Maharashtra District 1,Public Toilet Complex,"Public Toilet Complex at Maharashtra District 1, Ward 19",898867.23,884064.91,898867.23,Sanctioned,2026-06-21,2026-07-14,Public Works Department (PWD),False,CTR0017,19.444892,75.541343,19.444892,75.541343,False,
PRJ00346,MP009,Maharashtra-23,Maharashtra,Maharashtra District 1,Road Construction,"Road Construction at Maharashtra District 1, Ward 24",2466619.99,2405748.83,2466619.99,Payment Released,2025-11-17,2025-12-03,Zilla Parishad PWD Division,False,CTR0072,19.117632,75.554913,19.117632,75.554913,False,
PRJ00347,MP009,Maharashtra-23,Maharashtra,Maharashtra District 1,Road Construction,"Road Construction at Maharashtra District 1, Ward 24",822347.28,759791.06,822347.28,Payment Released,2025-04-25,2025-05-10,District Rural Development Agency,False,CTR0051,19.585148,75.737125,19.585148,75.737125,False,
PRJ00348,MP009,Maharashtra-23,Maharashtra,Maharashtra District 1,Street Lighting,"Street Lighting at Maharashtra District 1, Ward 12",498071.37,462137.93,498071.37,Work In Progress,2024-10-07,2024-12-18,Public Works Department (PWD),False,CTR0075,19.913051,75.474237,19.913051,75.474237,False,
PRJ00349,MP009,Maharashtra-23,Maharashtra,Maharashtra District 1,Community Hall,"Community Hall at Maharashtra District 1, Ward 16",3510739.45,3050244.64,3510739.45,Completed,2024-10-29,2024-11-22,District Rural Development Agency,True,CTR0070,19.120337,76.02419,19.120337,76.02419,False,
PRJ00350,MP009,Maharashtra-23,Maharashtra,Maharashtra District 1,Road Construction,"Road Construction at Maharashtra District 1, Ward 25",373719.93,361002.72,373719.93,Work In Progress,2025-10-21,2025-11-05,Municipal Corporation Engineering Cell,False,CTR0037,19.721553,75.517715,19.721553,75.517715,False,
PRJ00351,MP009,Maharashtra-23,Maharashtra,Maharashtra District 1,Drinking Water Supply,"Drinking Water Supply at Maharashtra District 1, Ward 15",959561.16,955846.86,959561.16,Completed,2024-06-29,2024-09-10,Public Works Department (PWD),True,CTR0048,20.116473,75.128314,20.116473,75.128314,False,
PRJ00352,MP009,Maharashtra-23,Maharashtra,Maharashtra District 1,Drinking Water Supply,"Drinking Water Supply at Maharashtra District 1, Ward 18",1307590.67,1170865.54,1307590.67,Sanctioned,2025-12-24,2026-02-13,Cantonment Board Works Wing,False,CTR0049,19.178834,75.373882,19.178834,75.373882,False,
PRJ00353,MP009,Maharashtra-23,Maharashtra,Maharashtra District 1,Borewell / Handpump,"Borewell / Handpump at Maharashtra District 1, Ward 6",281809.99,241983.66,281809.99,Completed,2024-09-11,2024-12-09,District Rural Development Agency,True,CTR0084,20.249348,76.231269,20.249348,76.231269,False,
PRJ00354,MP009,Maharashtra-23,Maharashtra,Maharashtra District 1,Sports Infrastructure,"Sports Infrastructure at Maharashtra District 1, Ward 10",3384581.89,3062546.07,3384581.89,Completed,2025-02-05,2025-04-19,District Rural Development Agency,True,CTR0013,19.335,75.268964,19.274712610328827,75.16218533610466,True,geo_mismatch
PRJ00355,MP009,Maharashtra-23,Maharashtra,Maharashtra District 1,Public Toilet Complex,"Public Toilet Complex at Maharashtra District 1, Ward 18",557573.99,495675.33,557573.99,Payment Released,2025-11-20,2026-01-09,Public Works Department (PWD),False,CTR0087,19.514231,76.200983,19.514231,76.200983,False,
PRJ00356,MP009,Maharashtra-23,Maharashtra,Maharashtra District 1,Drinking Water Supply,"Drinking Water Supply at Maharashtra District 1, Ward 12",2258310.5,1940635.06,2258310.5,Payment Released,2025-02-23,2025-04-12,Public Works Department (PWD),False,CTR0106,19.276764,75.10941,19.276764,75.10941,False,
PRJ00357,MP009,Maharashtra-23,Maharashtra,Maharashtra District 1,Borewell / Handpump,"Borewell / Handpump at Maharashtra District 1, Ward 25",116254.21,108052.35,116254.21,Payment Released,2025-02-12,2025-03-04,Cantonment Board Works Wing,False,CTR0036,19.390272,75.700724,19.390272,75.700724,False,
PRJ00358,MP009,Maharashtra-23,Maharashtra,Maharashtra District 1,Community Hall,"Community Hall at Maharashtra District 1, Ward 20",2228459.84,2047842.57,2228459.84,Work In Progress,2026-06-28,2026-07-25,Public Works Department (PWD),False,CTR0005,19.755893,75.619379,19.755893,75.619379,False,
PRJ00359,MP009,Maharashtra-23,Maharashtra,Maharashtra District 1,Road Construction,"Road Construction at Maharashtra District 1, Ward 20",2171274.88,1861861.38,2171274.88,Payment Released,2024-09-15,2024-12-03,District Rural Development Agency,False,CTR0031,20.11238,76.277431,20.11238,76.277431,False,
PRJ00360,MP009,Maharashtra-23,Maharashtra,Maharashtra District 1,Road Construction,"Road Construction at Maharashtra District 1, Ward 2",1316303.95,1157740.47,1316303.95,Completed,2024-11-10,2025-02-06,Cantonment Board Works Wing,True,CTR0058,20.241716,76.293783,20.241716,76.293783,False,
PRJ00361,MP010,Odisha-3,Odisha,Odisha District 1,Road Construction,"Road Construction at Odisha District 1, Ward 7",1390075.49,1305328.34,1390075.49,Completed,2024-06-07,2024-07-06,Panchayati Raj Engineering Department,True,CTR0052,20.387698,85.246812,20.387698,85.246812,False,
PRJ00362,MP010,Odisha-3,Odisha,Odisha District 1,Road Construction,"Road Construction at Odisha District 1, Ward 8",4113174.93,4088579.55,4113174.93,Completed,2024-12-05,2025-01-01,Zilla Parishad PWD Division,True,CTR0018,20.925752,85.672769,20.925752,85.672769,False,
PRJ00363,MP010,Odisha-3,Odisha,Odisha District 1,Library / Reading Room,"Library / Reading Room at Odisha District 1, Ward 11",1133830.53,1072708.31,1133830.53,Completed,2025-03-23,2025-06-03,Cantonment Board Works Wing,True,CTR0041,21.099921,84.69524,21.099921,84.69524,False,
PRJ00364,MP010,Odisha-3,Odisha,Odisha District 1,Street Lighting,"Street Lighting at Odisha District 1, Ward 17",482798.76,460961.76,482798.76,Completed,2026-01-25,2026-03-05,Cantonment Board Works Wing,True,CTR0039,20.574412,85.261236,20.574412,85.261236,True,split_tender
PRJ00365,MP010,Odisha-3,Odisha,Odisha District 1,Street Lighting,"Street Lighting at Odisha District 1, Ward 18",171877.32,163174.33,171877.32,Work In Progress,2025-07-24,2025-10-15,District Rural Development Agency,False,CTR0053,20.442203,84.846662,20.442203,84.846662,False,
PRJ00366,MP010,Odisha-3,Odisha,Odisha District 1,Library / Reading Room,"Library / Reading Room at Odisha District 1, Ward 12",1491231.52,1437772.64,1491231.52,Completed,2024-05-31,2024-08-25,District Rural Development Agency,True,CTR0024,20.77095,85.405118,20.845948481151034,85.51024643601012,True,geo_mismatch
PRJ00367,MP010,Odisha-3,Odisha,Odisha District 1,Drinking Water Supply,"Drinking Water Supply at Odisha District 1, Ward 14",1540962.86,1461595.05,1540962.86,Completed,2024-08-03,2024-08-25,Cantonment Board Works Wing,True,CTR0101,20.588479,84.729912,20.588479,84.729912,False,
PRJ00368,MP010,Odisha-3,Odisha,Odisha District 1,Drinking Water Supply,"Drinking Water Supply at Odisha District 1, Ward 25",785876.12,752876.31,785876.12,Completed,2024-06-02,2024-07-30,Municipal Corporation Engineering Cell,True,CTR0005,21.340124,84.838974,21.345134,84.916607,True,phantom_work
PRJ00369,MP010,Odisha-3,Odisha,Odisha District 1,Sports Infrastructure,"Sports Infrastructure at Odisha District 1, Ward 10",1494456.21,1482453.45,1494456.21,Payment Released,2024-10-24,2024-12-13,Municipal Corporation Engineering Cell,False,CTR0061,21.37107,85.003338,21.37107,85.003338,False,
PRJ00370,MP010,Odisha-3,Odisha,Odisha District 1,Borewell / Handpump,"Borewell / Handpump at Odisha District 1, Ward 18",214335.76,201190.45,214335.76,Completed,2024-09-14,2024-10-14,District Rural Development Agency,False,CTR0104,20.523363,84.897878,20.523363,84.897878,False,
PRJ00371,MP010,Odisha-3,Odisha,Odisha District 1,Drinking Water Supply,"Drinking Water Supply at Odisha District 1, Ward 13",451816.7,418399.47,451816.7,Completed,2024-09-21,2024-10-30,Municipal Corporation Engineering Cell,True,CTR0054,20.791294,85.473054,20.791294,85.473054,False,
PRJ00372,MP010,Odisha-3,Odisha,Odisha District 1,Street Lighting,"Street Lighting at Odisha District 1, Ward 3",728342.11,635652.76,728342.11,Work In Progress,2025-12-01,2026-01-16,Cantonment Board Works Wing,False,CTR0033,21.35106,85.146913,21.35106,85.146913,False,
PRJ00373,MP010,Odisha-3,Odisha,Odisha District 1,Public Toilet Complex,"Public Toilet Complex at Odisha District 1, Ward 24",189449.64,182787.08,189449.64,Payment Released,2025-06-18,2025-07-07,Panchayati Raj Engineering Department,False,CTR0109,20.300014,84.999879,20.300014,84.999879,False,
PRJ00374,MP010,Odisha-3,Odisha,Odisha District 1,Street Lighting,"Street Lighting at Odisha District 1, Ward 20",879808.62,787982.83,879808.62,Sanctioned,2026-06-20,2026-08-28,Cantonment Board Works Wing,False,CTR0007,20.664731,84.7765,20.664731,84.7765,False,
PRJ00375,MP010,Odisha-3,Odisha,Odisha District 1,Library / Reading Room,"Library / Reading Room at Odisha District 1, Ward 25",1456899.15,1383263.21,1456899.15,Completed,2025-08-19,2025-09-25,Municipal Corporation Engineering Cell,True,CTR0006,21.190276,85.51811,21.190276,85.51811,False,
PRJ00376,MP010,Odisha-3,Odisha,Odisha District 1,Library / Reading Room,"Library / Reading Room at Odisha District 1, Ward 16",1126407.73,988132.28,1126407.73,Completed,2024-08-26,2024-11-22,Municipal Corporation Engineering Cell,True,CTR0093,20.745129,85.582328,20.745129,85.582328,False,
PRJ00377,MP010,Odisha-3,Odisha,Odisha District 1,Street Lighting,"Street Lighting at Odisha District 1, Ward 1",444896.4,422274.37,444896.4,Completed,2025-01-12,2025-02-08,Zilla Parishad PWD Division,True,CTR0112,20.394147,85.153396,20.394147,85.153396,False,
